carat,cut,color,clarity,depth,table,x,y,z,price
0.8,Premium,E,VS2,61.5,54.0,2.04,2.04,1.24,3521
0.87,Ideal,G,SI2,61.3,58.0,2.22,2.18,1.37,4579
1.34,Very Good,E,VVS2,64.1,55.0,3.37,3.35,2.04,9118
1.37,Ideal,G,VVS1,62.3,55.0,3.46,3.51,2.14,9756
1.44,Ideal,H,SI2,64.5,58.0,3.69,3.69,2.21,9883
0.76,Premium,D,VS2,63.5,58.0,1.95,1.9,1.21,2437
0.98,Ideal,E,SI1,64.1,58.0,2.5,2.55,1.49,5739
1.45,Good,F,VS1,60.2,57.0,3.67,3.68,2.27,11001
0.54,Fair,G,VS1,62.5,62.0,1.37,1.38,0.82,1567
0.63,Ideal,J,SI2,61.1,58.0,1.59,1.55,0.96,2535
0.75,Ideal,J,VVS1,59.4,59.0,1.94,1.81,1.21,4192
1.16,Good,F,SI2,63.8,58.0,2.99,2.94,1.86,6895
1.17,Very Good,E,VVS2,61.3,55.0,2.94,2.89,1.82,8151
0.66,Fair,F,VS2,60.2,59.0,1.67,1.64,1.05,2326
0.35,Very Good,D,SI1,61.1,56.0,0.89,0.85,0.53,300
0.84,Ideal,J,SI2,60.6,57.0,2.12,2.13,1.27,3624
0.47,Premium,G,SI2,60.7,58.0,1.21,1.25,0.73,442
0.35,Very Good,H,VS1,61.4,53.0,0.9,0.95,0.54,300
0.39,Premium,G,VS2,64.1,54.0,0.99,1.03,0.6,352
0.87,Fair,J,SI2,60.8,60.0,2.18,2.14,1.35,4169
1.46,Very Good,D,SI2,64.0,56.0,3.76,3.76,2.26,10175
0.76,Ideal,H,SI2,62.9,56.0,1.93,2.01,1.16,2730
0.82,Ideal,D,VS1,62.3,58.0,2.1,2.02,1.29,4516
1.34,Ideal,G,VS1,62.7,57.0,3.39,3.46,2.03,9817
0.34,Fair,D,SI2,61.7,58.0,0.86,0.81,0.52,300
0.96,Ideal,F,VS2,63.5,57.0,2.46,2.47,1.46,5304
0.74,Ideal,D,SI2,62.5,58.0,1.88,1.9,1.18,3368
0.98,Ideal,J,VVS1,59.4,56.0,2.48,2.49,1.49,6176
0.58,Premium,E,VVS1,62.1,58.0,1.46,1.57,0.91,1659
0.49,Premium,D,VS1,62.8,60.0,1.25,1.23,0.76,1257
0.79,Very Good,I,VVS1,61.3,56.0,2.03,1.95,1.22,4112
1.69,Good,I,VVS2,61.9,60.0,4.28,4.3,2.56,13532
1.14,Very Good,G,VVS2,60.8,57.0,2.93,2.92,1.81,7363
0.57,Very Good,D,VS2,59.8,59.0,1.44,1.47,0.91,2739
0.38,Premium,F,SI1,59.5,58.0,0.96,1.0,0.57,647
0.32,Ideal,F,SI1,59.5,57.0,0.82,0.82,0.49,300
1.43,Premium,I,SI1,62.6,58.0,3.66,3.68,2.22,10041
0.46,Good,J,VS1,58.2,60.0,1.16,1.17,0.7,847
0.63,Ideal,E,SI2,60.8,58.0,1.59,1.68,0.99,2170
1.43,Ideal,J,SI1,60.6,59.0,3.59,3.57,2.19,10692
0.33,Ideal,F,VS2,61.3,57.0,0.85,0.82,0.5,300
1.56,Ideal,D,SI1,59.1,61.0,3.92,3.96,2.46,12119
0.65,Premium,H,VS2,62.3,59.0,1.64,1.59,0.99,2521
0.42,Ideal,E,VVS1,59.9,58.0,1.06,1.08,0.65,1233
0.65,Good,J,VS1,63.3,57.0,1.65,1.64,1.02,1503
0.52,Premium,F,VS1,60.8,60.0,1.34,1.33,0.79,1076
0.92,Very Good,I,VS2,61.6,56.0,2.33,2.45,1.38,4144
0.54,Very Good,E,VS2,61.7,54.0,1.38,1.44,0.82,991
0.28,Very Good,H,SI2,62.0,58.0,0.7,0.75,0.44,300
0.66,Ideal,G,VVS1,61.8,60.0,1.68,1.71,1.04,3079
0.38,Ideal,F,SI1,61.1,61.0,0.96,0.93,0.57,300
0.82,Premium,I,SI2,62.2,57.0,2.07,2.08,1.27,3539
0.41,Very Good,E,VS1,62.4,58.0,1.04,1.07,0.64,300
0.58,Ideal,H,SI2,60.6,59.0,1.49,1.5,0.88,1995
0.81,Ideal,E,SI1,62.3,57.0,2.08,2.08,1.26,3555
0.67,Premium,I,SI2,63.4,59.0,1.7,1.68,1.05,1459
0.84,Ideal,E,SI2,62.7,57.0,2.12,2.13,1.27,4332
1.04,Very Good,I,SI2,63.0,60.0,2.63,2.6,1.64,5603
0.42,Very Good,G,SI2,61.9,59.0,1.07,1.11,0.66,300
0.72,Ideal,H,VS1,60.4,59.0,1.86,1.76,1.1,3421
0.2,Very Good,E,VVS2,60.6,57.0,0.52,0.59,0.32,300
0.84,Premium,H,SI1,62.1,62.0,2.15,2.08,1.27,3763
0.64,Ideal,D,VVS1,63.0,59.0,1.62,1.57,1.01,1967
0.45,Ideal,D,SI1,65.6,58.0,1.15,1.17,0.69,573
0.87,Good,I,SI1,63.1,56.0,2.21,2.24,1.37,4520
1.33,Very Good,F,SI2,60.1,57.0,3.4,3.5,2.11,8891
0.58,Fair,J,VS1,60.6,58.0,1.47,1.48,0.88,1170
0.46,Ideal,G,SI1,64.9,56.0,1.16,1.16,0.7,1011
0.8,Premium,E,VS2,61.4,57.0,2.01,2.02,1.23,4117
0.38,Good,F,VS1,61.8,57.0,0.97,1.05,0.59,730
0.53,Ideal,F,VS2,60.4,58.0,1.36,1.48,0.82,1507
1.37,Premium,H,VS1,63.9,54.0,3.52,3.51,2.22,9652
0.76,Very Good,G,VVS1,62.4,57.0,1.96,1.99,1.21,4096
0.29,Premium,I,SI1,60.6,57.0,0.75,0.75,0.45,300
0.3,Ideal,E,SI1,60.3,57.0,0.76,0.76,0.47,300
0.8,Good,G,VS1,62.1,60.0,2.04,2.13,1.24,2905
1.14,Very Good,E,VS2,61.8,62.0,2.91,2.86,1.82,7949
0.33,Ideal,H,SI2,62.9,59.0,0.85,0.73,0.51,300
0.93,Premium,H,SI1,62.5,55.0,2.35,2.37,1.4,4759
1.44,Premium,G,VS2,61.3,57.0,3.62,3.68,2.14,10812
1.9,Premium,J,SI1,60.9,59.0,4.82,4.83,3.03,15283
0.87,Fair,G,SI2,61.5,59.0,2.25,2.28,1.36,3846
0.95,Very Good,E,VVS1,60.9,60.0,2.45,2.49,1.47,5911
0.25,Premium,D,VS1,61.5,57.0,0.64,0.65,0.39,300
2.12,Very Good,G,VS2,61.7,57.0,5.47,5.5,3.29,18760
0.56,Fair,G,VS1,60.4,61.0,1.41,1.44,0.85,1601
0.46,Ideal,J,VVS1,62.6,58.0,1.17,1.07,0.72,1022
0.65,Ideal,D,SI2,61.2,55.0,1.67,1.68,0.99,1894
1.58,Ideal,J,SI1,60.5,61.0,3.99,3.91,2.44,12452
2.23,Ideal,D,VS2,61.2,54.0,5.63,5.63,3.41,20000
0.79,Very Good,G,VVS2,62.0,50.0,2.04,2.02,1.25,3671
1.22,Ideal,G,SI2,61.8,59.0,3.12,3.17,1.88,7741
0.76,Very Good,D,IF,62.3,60.0,1.97,1.98,1.21,3845
0.44,Ideal,J,VS2,63.0,58.0,1.11,1.13,0.66,354
1.55,Ideal,F,SI1,63.5,55.0,3.93,3.92,2.38,11885
0.54,Ideal,F,SI1,62.1,57.0,1.37,1.42,0.82,1642
1.6,Ideal,H,SI2,60.2,57.0,4.13,4.05,2.51,12333
1.42,Premium,G,VVS2,61.3,56.0,3.59,3.55,2.18,10262
1.01,Very Good,F,IF,60.3,61.0,2.56,2.62,1.58,6556
1.85,Premium,E,SI1,64.1,55.0,4.66,4.64,2.87,15226
2.26,Premium,J,IF,64.5,58.0,5.81,5.7,3.52,20000
0.68,Good,D,VVS2,62.6,60.0,1.72,1.79,1.03,3055
0.49,Ideal,I,VS2,62.9,58.0,1.23,1.28,0.75,338
0.29,Ideal,H,VS1,62.1,60.0,0.74,0.78,0.47,300
2.28,Very Good,H,VS2,62.2,59.0,5.79,5.79,3.46,20000
0.59,Ideal,J,VS2,59.5,58.0,1.49,1.57,0.88,1758
1.31,Ideal,I,SI2,61.6,58.0,3.3,3.36,1.98,8942
0.51,Ideal,D,VS1,60.5,59.0,1.32,1.4,0.8,1211
1.6,Ideal,H,SI2,62.1,57.0,4.02,4.05,2.42,12528
0.52,Premium,I,VVS2,61.6,55.0,1.31,1.32,0.82,1323
0.41,Ideal,I,VVS2,64.4,60.0,1.04,1.02,0.63,300
0.67,Ideal,E,SI1,63.0,60.0,1.73,1.67,1.04,2704
0.57,Very Good,D,SI1,62.1,58.0,1.43,1.46,0.9,971
1.0,Premium,H,VS2,61.3,56.0,2.57,2.6,1.53,5825
0.72,Ideal,J,VS2,64.0,54.0,1.86,1.84,1.11,3238
1.01,Very Good,H,SI1,61.7,58.0,2.57,2.6,1.54,5737
0.64,Ideal,J,VS2,62.2,55.0,1.62,1.6,0.96,2138
0.53,Ideal,I,SI1,61.8,54.0,1.36,1.4,0.84,900
0.55,Very Good,G,SI2,61.1,57.0,1.41,1.37,0.85,1516
2.06,Premium,H,I1,61.8,56.0,5.3,5.25,3.28,17931
0.83,Ideal,G,SI2,59.0,58.0,2.14,2.13,1.33,3919
0.27,Premium,H,VVS2,59.5,57.0,0.68,0.72,0.41,300
0.57,Fair,D,IF,62.2,56.0,1.46,1.4,0.89,2007
0.78,Fair,D,SI1,63.9,54.0,1.97,2.02,1.2,3369
1.86,Very Good,F,VS2,62.2,56.0,4.74,4.66,2.96,15079
1.24,Ideal,G,SI2,60.7,56.0,3.17,3.16,1.87,8562
0.47,Very Good,G,VS2,59.7,55.0,1.19,1.12,0.72,863
2.48,Ideal,G,SI2,62.8,57.0,6.24,6.11,3.9,20000
0.73,Very Good,E,VS2,60.9,55.0,1.84,1.86,1.1,2738
1.38,Very Good,G,VVS1,62.6,57.0,3.51,3.5,2.09,9639
0.42,Ideal,D,SI1,62.2,58.0,1.08,1.01,0.66,1108
0.22,Ideal,D,VS1,62.4,56.0,0.56,0.53,0.34,300
0.37,Good,G,SI2,61.7,58.0,0.95,0.97,0.58,300
0.2,Premium,F,SI1,62.2,55.0,0.5,0.48,0.31,300
2.13,Fair,I,SI2,61.5,55.0,5.36,5.35,3.27,18040
0.82,Premium,H,SI1,60.8,57.0,2.07,2.05,1.26,3238
0.47,Ideal,G,SI2,60.4,59.0,1.19,1.16,0.72,300
0.93,Good,H,SI1,58.4,59.0,2.37,2.34,1.47,4914
0.81,Very Good,D,SI1,61.4,61.0,2.09,2.06,1.29,4491
1.01,Premium,I,SI1,63.8,57.0,2.57,2.53,1.54,6054
1.36,Ideal,G,VS1,62.7,57.0,3.47,3.42,2.09,10163
0.64,Ideal,F,VVS1,62.0,55.0,1.61,1.59,1.0,2944
0.48,Fair,E,SI1,60.7,55.0,1.21,1.18,0.73,666
1.12,Ideal,G,SI1,63.1,58.0,2.82,2.77,1.71,7319
1.11,Premium,D,SI1,61.5,56.0,2.85,2.89,1.72,6247
0.78,Premium,F,VVS2,63.9,60.0,1.99,2.05,1.19,4145
2.2,Ideal,G,VS2,60.3,54.0,5.56,5.56,3.36,19420
0.6,Ideal,J,VS2,60.7,59.0,1.53,1.53,0.95,1537
0.47,Ideal,G,SI2,60.5,55.0,1.2,1.17,0.73,809
0.91,Premium,E,VS2,59.6,56.0,2.29,2.34,1.39,5376
0.53,Very Good,F,SI1,60.4,59.0,1.36,1.45,0.81,987
0.95,Ideal,D,IF,61.8,56.0,2.44,2.43,1.46,6149
0.49,Very Good,G,VVS1,60.7,56.0,1.24,1.21,0.73,1342
0.61,Premium,I,SI2,56.3,56.0,1.56,1.58,0.92,1760
1.91,Very Good,J,VS2,63.2,61.0,4.82,4.83,2.94,15829
0.6,Ideal,H,SI1,59.3,56.0,1.54,1.51,0.93,2605
0.5,Very Good,E,SI1,62.5,58.0,1.29,1.31,0.78,766
1.33,Very Good,E,VVS1,61.7,57.0,3.38,3.43,2.13,9535
0.44,Ideal,H,VS2,64.7,58.0,1.11,1.07,0.67,361
0.52,Good,G,SI1,63.1,56.0,1.32,1.45,0.82,711
0.99,Premium,G,SI1,61.0,57.0,2.5,2.42,1.5,5854
1.18,Very Good,G,VVS2,60.7,58.0,2.96,2.92,1.78,8354
1.36,Fair,H,VS1,63.8,56.0,3.48,3.49,2.13,9181
0.51,Fair,I,VS2,59.6,60.0,1.28,1.39,0.76,550
1.0,Very Good,I,SI1,62.0,60.0,2.53,2.5,1.49,6181
0.59,Ideal,J,SI1,61.5,59.0,1.51,1.46,0.9,1656
0.55,Very Good,I,IF,61.2,58.0,1.41,1.44,0.84,1096
1.35,Ideal,J,VS2,62.2,51.0,3.4,3.39,2.08,9878
0.56,Premium,F,SI1,62.0,58.0,1.43,1.46,0.88,1848
0.85,Premium,H,VS2,62.3,57.0,2.2,2.2,1.33,4722
0.8,Premium,D,VVS2,61.9,57.0,2.01,1.97,1.21,4654
0.43,Premium,I,SI1,62.3,53.0,1.09,1.21,0.68,916
1.2,Ideal,G,SI2,61.8,59.0,3.08,2.93,1.84,7375
0.98,Very Good,G,VS2,60.8,54.0,2.51,2.6,1.55,5178
0.27,Very Good,J,VS1,61.7,58.0,0.68,0.73,0.43,300
0.85,Ideal,D,VS1,60.7,59.0,2.14,2.1,1.28,4529
0.5,Ideal,J,VVS1,60.6,56.0,1.29,1.38,0.77,1263
1.28,Ideal,D,SI1,61.2,60.0,3.31,3.24,2.08,8768
0.36,Premium,D,SI2,61.5,56.0,0.93,0.98,0.56,300
0.62,Ideal,F,IF,61.7,59.0,1.6,1.5,0.96,2366
0.89,Premium,F,VS2,63.0,55.0,2.28,2.22,1.39,4499
0.76,Premium,F,VS1,61.0,60.0,1.96,1.9,1.17,4041
1.08,Very Good,G,VS1,62.0,59.0,2.77,2.73,1.74,6432
0.35,Premium,F,VS2,61.9,59.0,0.9,0.9,0.53,300
1.69,Very Good,J,SI1,60.8,57.0,4.26,4.22,2.59,12576
0.96,Very Good,J,VS1,61.8,54.0,2.47,2.37,1.51,4014
1.46,Ideal,G,VVS2,63.1,57.0,3.69,3.71,2.25,10884
1.15,Very Good,F,VS2,62.0,60.0,2.89,2.89,1.77,7123
0.74,Good,D,VS2,62.0,58.0,1.89,1.91,1.19,2900
0.39,Good,I,SI2,60.7,54.0,0.99,1.0,0.62,300
0.56,Ideal,E,SI2,64.5,55.0,1.41,1.46,0.85,1051
1.64,Premium,H,SI1,60.8,60.0,4.24,4.24,2.6,12363
1.48,Premium,G,SI1,59.4,59.0,3.79,3.84,2.24,10658
0.54,Ideal,H,IF,62.9,55.0,1.39,1.35,0.84,1201
0.2,Ideal,G,VVS2,61.5,54.0,0.52,0.48,0.31,300
0.67,Very Good,I,VS1,61.3,56.0,1.7,1.77,1.05,1656
0.64,Ideal,G,VS2,60.9,53.0,1.62,1.69,0.97,3139
0.65,Ideal,E,SI2,64.3,57.0,1.64,1.67,1.02,2159
0.96,Ideal,G,IF,62.2,63.0,2.45,2.41,1.48,6497
1.15,Very Good,G,SI1,62.5,54.0,2.94,2.89,1.84,6959
1.22,Ideal,D,SI2,61.9,57.0,3.11,3.18,1.89,8036
0.93,Premium,E,VS2,62.1,60.0,2.36,2.42,1.47,5314
0.3,Very Good,G,VVS1,63.7,59.0,0.76,0.76,0.47,300
0.62,Premium,H,VVS1,61.3,57.0,1.58,1.7,0.99,1905
2.34,Fair,D,I1,59.7,57.0,5.89,5.91,3.65,20000
0.89,Good,F,VVS1,62.9,55.0,2.29,2.23,1.42,4884
0.89,Ideal,H,SI1,62.4,57.0,2.24,2.23,1.35,3845
0.89,Fair,H,SI2,61.9,58.0,2.26,2.26,1.38,4591
0.91,Premium,E,VVS2,62.4,60.0,2.29,2.29,1.38,5583
0.23,Premium,J,VVS1,61.2,56.0,0.59,0.65,0.35,300
0.66,Good,D,VS2,61.7,57.0,1.67,1.62,1.03,2138
0.73,Ideal,I,VS2,61.5,55.0,1.84,1.77,1.1,3055
1.41,Very Good,E,VVS2,60.9,58.0,3.6,3.63,2.18,10753
0.76,Very Good,G,VVS2,63.4,59.0,1.96,1.93,1.18,4005
0.33,Very Good,G,VVS1,59.7,59.0,0.85,0.97,0.51,300
0.92,Very Good,D,VS2,65.0,55.0,2.33,2.38,1.38,5660
0.5,Fair,G,IF,62.9,58.0,1.28,1.25,0.77,1097
0.4,Ideal,F,IF,59.2,56.0,1.0,1.06,0.59,673
0.49,Ideal,J,SI2,61.4,60.0,1.24,1.28,0.76,816
0.97,Very Good,J,VVS2,61.5,57.0,2.47,2.5,1.46,5528
1.39,Ideal,H,VS2,62.2,54.0,3.51,3.5,2.2,9939
0.94,Ideal,E,SI1,60.3,57.0,2.42,2.44,1.52,6005
1.02,Ideal,I,VS2,61.7,59.0,2.63,2.52,1.58,6046
0.94,Premium,I,SI2,61.5,58.0,2.36,2.43,1.42,4492
0.78,Very Good,G,VS2,60.7,56.0,1.97,1.8,1.17,3225
1.05,Very Good,F,VVS1,60.5,56.0,2.67,2.65,1.67,7133
0.22,Ideal,E,SI1,63.0,55.0,0.56,0.48,0.34,300
0.78,Ideal,I,SI1,59.3,57.0,2.01,1.98,1.23,2994
0.44,Very Good,J,VVS1,62.4,56.0,1.14,1.14,0.71,300
1.33,Premium,D,SI1,62.8,60.0,3.41,3.35,2.14,9335
0.69,Ideal,H,SI1,61.4,56.0,1.75,1.61,1.09,2829
0.75,Ideal,D,VS2,61.8,58.0,1.93,1.94,1.2,3317
0.35,Ideal,D,VS2,63.3,58.0,0.88,0.98,0.55,300
1.23,Ideal,E,VS1,60.7,60.0,3.18,3.16,1.99,8190
1.01,Premium,I,VVS2,60.9,60.0,2.54,2.59,1.54,6633
0.98,Premium,E,VS2,61.0,59.0,2.5,2.58,1.57,5920
0.49,Ideal,E,VVS2,63.3,58.0,1.23,1.13,0.76,1575
0.5,Good,F,VS2,63.5,55.0,1.27,1.25,0.77,1132
0.83,Premium,G,SI1,59.7,55.0,2.12,2.06,1.29,3786
0.52,Ideal,H,VS1,63.1,56.0,1.33,1.29,0.82,1044
0.92,Very Good,I,VS1,62.8,59.0,2.37,2.46,1.43,4782
0.25,Ideal,G,VS2,63.9,58.0,0.64,0.65,0.4,300
0.58,Premium,F,SI2,62.2,59.0,1.47,1.51,0.88,1919
1.82,Ideal,G,SI2,61.6,60.0,4.7,4.7,2.94,15505
0.92,Fair,G,SI1,63.3,56.0,2.37,2.31,1.43,4781
0.81,Very Good,G,SI1,62.7,58.0,2.04,2.07,1.22,3927
2.0,Premium,F,VS1,64.8,57.0,5.15,5.21,3.22,17844
0.23,Very Good,D,I1,63.0,57.0,0.59,0.61,0.35,300
0.49,Ideal,I,VS1,61.9,56.0,1.25,1.27,0.78,1321
0.61,Ideal,G,SI1,60.1,60.0,1.54,1.48,0.93,2271
1.14,Good,I,SI1,60.9,58.0,2.92,2.96,1.83,7091
1.15,Premium,F,VS2,59.7,58.0,2.92,2.99,1.75,7416
0.48,Premium,E,SI1,61.4,56.0,1.23,1.25,0.73,300
1.22,Premium,D,VVS1,63.0,59.0,3.11,3.02,1.95,8662
0.61,Ideal,H,SI2,61.7,55.0,1.58,1.66,0.94,1841
1.36,Ideal,D,VS2,63.1,59.0,3.48,3.43,2.18,9611
0.44,Ideal,J,VVS2,62.2,59.0,1.11,1.13,0.69,520
0.7,Ideal,F,VS2,61.1,57.0,1.8,1.85,1.07,2664
0.58,Premium,J,SI1,61.8,58.0,1.47,1.52,0.89,1101
1.26,Ideal,D,SI1,62.4,58.0,3.19,3.1,1.89,8454
0.57,Ideal,F,VS1,61.9,57.0,1.45,1.46,0.87,1365
0.73,Ideal,E,IF,61.9,58.0,1.83,1.83,1.11,3534
0.95,Ideal,D,VVS1,60.6,58.0,2.46,2.53,1.51,6162
0.97,Very Good,I,SI1,61.1,58.0,2.48,2.5,1.56,5699
1.15,Ideal,J,IF,64.9,58.0,2.96,3.03,1.77,8238
0.82,Very Good,D,I1,63.4,55.0,2.07,2.1,1.25,3462
0.6,Very Good,H,SI2,59.6,57.0,1.54,1.54,0.94,2032
0.62,Very Good,I,VVS2,58.4,58.0,1.58,1.59,0.94,2374
0.75,Ideal,G,SI1,61.8,58.0,1.91,1.99,1.18,3181
0.84,Ideal,F,SI2,63.0,60.0,2.17,2.11,1.32,4209
0.69,Ideal,J,SI1,61.0,59.0,1.76,1.81,1.11,2959
0.75,Ideal,H,SI1,63.1,56.0,1.92,1.89,1.18,2925
0.35,Premium,J,VS1,61.8,57.0,0.88,0.84,0.53,300
1.03,Ideal,G,VS1,61.5,57.0,2.61,2.66,1.62,6118
0.81,Premium,D,SI1,62.8,57.0,2.09,2.05,1.3,3655
1.22,Premium,D,VS2,61.0,57.0,3.14,3.16,1.95,8691
0.74,Very Good,F,VVS1,61.3,59.0,1.89,1.87,1.13,3286
0.31,Ideal,I,VVS2,62.6,58.0,0.8,0.68,0.49,300
0.62,Ideal,D,SI1,61.7,60.0,1.58,1.6,0.96,2371
0.67,Premium,G,IF,64.4,58.0,1.71,1.72,1.04,2925
1.07,Fair,I,VS1,62.7,56.0,2.72,2.62,1.64,6011
0.26,Ideal,D,SI2,62.6,56.0,0.67,0.64,0.42,300
0.76,Fair,E,SI2,61.6,59.0,1.93,1.84,1.14,2860
0.96,Ideal,E,SI2,62.9,54.0,2.44,2.48,1.47,5149
0.53,Ideal,E,VS1,61.2,55.0,1.37,1.44,0.82,846
0.77,Premium,H,SI2,62.1,58.0,1.94,1.98,1.15,3085
0.54,Very Good,H,VS2,60.4,60.0,1.36,1.41,0.82,838
0.51,Ideal,E,SI2,63.2,60.0,1.28,1.25,0.79,689
0.6,Ideal,H,VVS1,62.1,57.0,1.52,1.55,0.96,1512
0.52,Premium,G,SI1,64.5,60.0,1.32,1.32,0.81,633
1.04,Ideal,E,VVS1,65.0,58.0,2.62,2.63,1.58,6523
0.51,Good,E,IF,62.8,54.0,1.3,1.35,0.81,1244
0.47,Premium,G,I1,61.8,57.0,1.2,1.26,0.71,300
1.79,Ideal,E,VS2,60.4,56.0,4.6,4.58,2.73,14693
1.2,Ideal,D,SI2,63.0,60.0,3.1,3.03,1.87,7701
0.29,Very Good,F,VVS1,62.0,57.0,0.74,0.73,0.45,300
0.51,Ideal,H,VS2,62.5,55.0,1.28,1.27,0.8,946
0.84,Premium,H,SI2,64.1,54.0,2.11,2.12,1.32,3789
0.87,Premium,H,SI2,60.5,57.0,2.24,2.28,1.37,4158
0.35,Good,I,SI1,60.4,52.0,0.9,0.8,0.55,300
1.32,Ideal,H,IF,61.4,56.0,3.33,3.3,1.99,9869
1.12,Very Good,H,VS1,62.8,58.0,2.83,2.78,1.72,7142
0.94,Very Good,G,VVS1,62.5,55.0,2.41,2.47,1.51,5305
1.46,Very Good,D,SI1,60.4,60.0,3.73,3.72,2.26,11234
0.93,Ideal,I,SI2,62.8,60.0,2.38,2.35,1.42,4820
0.93,Ideal,E,IF,60.0,55.0,2.35,2.38,1.42,5675
1.61,Ideal,E,I1,60.5,57.0,4.12,4.09,2.52,12329
1.28,Very Good,I,IF,61.5,60.0,3.29,3.29,2.02,9072
0.49,Ideal,D,SI1,60.9,57.0,1.26,1.35,0.77,734
1.02,Premium,F,I1,62.9,54.0,2.62,2.71,1.63,4913
0.53,Ideal,G,VS1,62.1,57.0,1.35,1.33,0.83,1494
0.95,Ideal,E,IF,64.2,56.0,2.43,2.42,1.5,6034
0.94,Fair,H,IF,61.4,60.0,2.4,2.37,1.5,5011
0.37,Ideal,E,SI2,61.5,59.0,0.94,0.84,0.59,300
0.7,Good,J,SI2,63.4,57.0,1.81,1.86,1.08,1581
0.85,Premium,D,VS2,61.6,58.0,2.17,2.29,1.33,4261
0.6,Very Good,G,VS1,63.8,55.0,1.53,1.51,0.95,2349
0.87,Very Good,F,VS1,62.5,56.0,2.25,2.21,1.34,4603
1.11,Very Good,H,SI2,58.4,61.0,2.87,2.86,1.79,6670
0.73,Ideal,E,IF,63.3,58.0,1.87,1.87,1.12,3756
0.83,Very Good,E,VS1,63.0,60.0,2.09,2.03,1.3,4619
1.48,Ideal,G,VVS2,63.0,58.0,3.76,3.74,2.24,10676
0.94,Premium,F,VS2,59.0,60.0,2.43,2.48,1.51,5863
0.82,Good,G,SI1,60.8,53.0,2.08,2.09,1.24,3481
0.46,Ideal,D,IF,60.9,57.0,1.19,1.25,0.72,1584
1.04,Very Good,G,VS2,60.5,61.0,2.62,2.64,1.56,6009
0.87,Premium,D,VVS1,64.1,60.0,2.22,2.17,1.33,5488
1.41,Ideal,E,IF,61.7,60.0,3.6,3.57,2.27,10827
0.76,Very Good,G,VS1,61.6,57.0,1.92,1.93,1.14,2946
0.3,Good,H,VS2,62.5,56.0,0.78,0.72,0.47,300
0.32,Premium,G,I1,62.5,55.0,0.82,0.76,0.51,300
1.07,Ideal,E,SI2,57.0,55.0,2.71,2.65,1.61,7065
0.56,Ideal,H,SI1,60.8,59.0,1.42,1.45,0.84,1527
0.92,Ideal,F,SI2,59.7,59.0,2.36,2.34,1.41,5290
0.78,Ideal,E,SI1,62.3,57.0,1.98,2.04,1.22,3481
0.68,Very Good,G,SI1,61.3,59.0,1.75,1.71,1.1,2690
0.71,Premium,F,SI1,61.7,58.0,1.79,1.67,1.12,2994
0.48,Ideal,H,SI1,58.8,60.0,1.21,1.2,0.76,300
0.73,Good,I,SI2,61.3,60.0,1.84,1.92,1.13,2318
0.55,Very Good,E,SI2,63.3,55.0,1.39,1.39,0.87,1180
0.62,Very Good,I,VS1,63.7,58.0,1.57,1.5,0.95,1940
0.63,Premium,H,VS2,62.7,54.0,1.63,1.55,0.99,1965
0.66,Ideal,D,VS2,59.8,58.0,1.66,1.72,1.01,2832
1.17,Good,G,VS1,63.5,59.0,2.96,2.92,1.75,7846
0.69,Premium,D,VVS2,62.7,55.0,1.75,1.83,1.09,3142
1.24,Very Good,D,SI1,61.5,57.0,3.17,3.2,1.87,7455
1.6,Ideal,H,VS1,58.9,58.0,4.11,4.07,2.54,13278
1.14,Good,J,IF,63.0,58.0,2.93,2.99,1.78,6594
0.97,Premium,E,VVS2,60.9,57.0,2.44,2.39,1.44,6165
0.87,Ideal,G,SI1,62.2,55.0,2.23,2.16,1.34,3806
1.14,Ideal,I,VS1,61.8,57.0,2.92,2.88,1.76,7769
0.77,Premium,E,SI2,63.9,54.0,1.96,2.0,1.23,3105
1.21,Very Good,J,VS2,61.5,57.0,3.07,3.13,1.89,7834
1.01,Premium,D,IF,61.7,57.0,2.6,2.58,1.59,5781
0.62,Very Good,I,VS2,63.9,57.0,1.57,1.48,0.93,1997
1.16,Very Good,I,VVS1,60.8,56.0,2.93,2.85,1.77,7718
0.78,Premium,I,SI1,62.8,54.0,1.98,1.93,1.17,3440
0.7,Very Good,D,IF,61.4,57.0,1.78,1.72,1.1,3690
0.58,Very Good,E,VS2,60.3,60.0,1.47,1.48,0.88,1915
0.8,Ideal,E,SI2,61.7,60.0,2.05,2.15,1.26,3729
1.22,Ideal,G,VS2,62.7,63.0,3.15,3.19,1.95,7923
1.16,Premium,G,SI1,63.6,61.0,2.97,2.91,1.8,7137
0.88,Good,H,SI2,63.8,55.0,2.24,2.21,1.38,4385
1.0,Good,G,VVS2,61.3,57.0,2.57,2.55,1.59,5541
1.4,Ideal,F,SI1,60.3,57.0,3.6,3.62,2.15,9481
0.69,Very Good,F,VVS2,61.3,57.0,1.75,1.83,1.07,2582
0.42,Good,H,SI1,60.0,58.0,1.07,1.05,0.66,300
1.42,Premium,D,SI1,61.4,63.0,3.65,3.73,2.21,10349
0.57,Ideal,I,IF,61.2,55.0,1.44,1.55,0.86,2187
0.52,Ideal,D,SI1,62.7,56.0,1.32,1.3,0.79,515
0.3,Very Good,J,VS2,58.6,61.0,0.76,0.74,0.48,300
0.99,Fair,G,VS2,60.7,56.0,2.56,2.54,1.55,5535
0.33,Ideal,G,VS2,60.7,58.0,0.83,0.83,0.49,300
